old	new
pm0161_00_00_00_big.png	Sentret.png
pm0162_00_00_00_big.png	Furret.png
pm0163_00_00_00_big.png	Hoothoot.png
pm0164_00_00_00_big.png	Noctowl.png
pm0167_00_00_00_big.png	Spinarak.png
pm0168_00_00_00_big.png	Ariados.png
pm0170_00_00_00_big.png	Chinchou.png
pm0171_00_00_00_big.png	Lanturn.png
pm0172_00_00_00_big.png	Pichu.png
pm0173_00_00_00_big.png	Cleffa.png
pm0174_00_00_00_big.png	Igglybuff.png
pm0179_00_00_00_big.png	Mareep.png
pm0180_00_00_00_big.png	Flaaffy.png
pm0181_00_00_00_big.png	Ampharos.png
pm0182_00_00_00_big.png	Bellossom.png
pm0183_00_00_00_big.png	Marill.png
pm0184_00_00_00_big.png	Azumarill.png
pm0185_00_00_00_big.png	Sudowoodo.png
pm0185_01_00_00_big.png	Sudowoodo-f.png
pm0186_00_00_00_big.png	Politoed.png
pm0186_01_00_00_big.png	Politoed-f.png
pm0187_00_00_00_big.png	Hoppip.png
pm0188_00_00_00_big.png	Skiploom.png
pm0189_00_00_00_big.png	Jumpluff.png
pm0190_00_00_00_big.png	Aipom.png
pm0190_01_00_00_big.png	Aipom-f.png
pm0191_00_00_00_big.png	Sunkern.png
pm0192_00_00_00_big.png	Sunflora.png
pm0193_00_00_00_big.png	Yanma.png
pm0194_00_00_00_big.png	Wooper.png
pm0194_00_51_00_big.png	Wooper-Paldea.png
pm0194_01_00_00_big.png	Wooper-f.png
pm0195_00_00_00_big.png	Quagsire.png
pm0195_01_00_00_big.png	Quagsire-f.png
pm0196_00_00_00_big.png	Espeon.png
pm0197_00_00_00_big.png	Umbreon.png
pm0198_00_00_00_big.png	Murkrow.png
pm0198_01_00_00_big.png	Murkrow-f.png
pm0199_00_00_00_big.png	Slowking.png
pm0199_00_31_00_big.png	Slowking-Galar.png
pm0200_00_00_00_big.png	Misdreavus.png
pm0203_00_00_00_big.png	Girafarig.png
pm0203_01_00_00_big.png	Girafarig-f.png
pm0204_00_00_00_big.png	Pineco.png
pm0205_00_00_00_big.png	Forretress.png
pm0206_00_00_00_big.png	Dunsparce.png
pm0207_00_00_00_big.png	Gligar.png
pm0207_01_00_00_big.png	Gligar-f.png
pm0209_00_00_00_big.png	Snubbull.png
pm0210_00_00_00_big.png	Granbull.png
pm0211_00_00_00_big.png	Qwilfish.png
pm0211_00_41_00_big.png	Qwilfish-Hisui.png
pm0212_00_00_00_big.png	Scizor.png
pm0212_01_00_00_big.png	Scizor-f.png
pm0214_00_00_00_big.png	Heracross.png
pm0214_01_00_00_big.png	Heracross-f.png
pm0215_00_00_00_big.png	Sneasel.png
pm0215_00_41_00_big.png	Sneasel-Hisui.png
pm0215_01_00_00_big.png	Sneasel-f.png
pm0215_01_41_00_big.png	Sneasel-Hisui-f.png
pm0216_00_00_00_big.png	Teddiursa.png
pm0217_00_00_00_big.png	Ursaring.png
pm0217_01_00_00_big.png	Ursaring-f.png
pm0218_00_00_00_big.png	Slugma.png
pm0219_00_00_00_big.png	Magcargo.png
pm0220_00_00_00_big.png	Swinub.png
pm0221_00_00_00_big.png	Piloswine.png
pm0221_01_00_00_big.png	Piloswine-f.png
pm0225_00_00_00_big.png	Delibird.png
pm0227_00_00_00_big.png	Skarmory.png
pm0228_00_00_00_big.png	Houndour.png
pm0229_00_00_00_big.png	Houndoom.png
pm0229_01_00_00_big.png	Houndoom-f.png
pm0230_00_00_00_big.png	Kingdra.png
pm0231_00_00_00_big.png	Phanpy.png
pm0232_00_00_00_big.png	Donphan.png
pm0232_01_00_00_big.png	Donphan-f.png
pm0233_00_00_00_big.png	Porygon2.png
pm0234_00_00_00_big.png	Stantler.png
pm0235_00_00_00_big.png	Smeargle.png
pm0236_00_00_00_big.png	Tyrogue.png
pm0237_00_00_00_big.png	Hitmontop.png
pm0239_00_00_00_big.png	Elekid.png
pm0240_00_00_00_big.png	Magby.png
pm0242_00_00_00_big.png	Blissey.png
pm0243_00_00_00_big.png	Raikou.png
pm0244_00_00_00_big.png	Entei.png
pm0245_00_00_00_big.png	Suicune.png
pm0246_00_00_00_big.png	Larvitar.png
pm0247_00_00_00_big.png	Pupitar.png
pm0248_00_00_00_big.png	Tyranitar.png
pm0249_00_00_00_big.png	Lugia.png
pm0250_00_00_00_big.png	Ho-Oh.png
pm0252_00_00_00_big.png	Treecko.png
pm0253_00_00_00_big.png	Grovyle.png
pm0254_00_00_00_big.png	Sceptile.png
pm0255_00_00_00_big.png	Torchic.png
pm0255_01_00_00_big.png	Torchic-f.png
pm0256_00_00_00_big.png	Combusken.png
pm0256_01_00_00_big.png	Combusken-f.png
pm0257_00_00_00_big.png	Blaziken.png
pm0257_01_00_00_big.png	Blaziken-f.png
pm0258_00_00_00_big.png	Mudkip.png
pm0259_00_00_00_big.png	Marshtomp.png
pm0260_00_00_00_big.png	Swampert.png
pm0261_00_00_00_big.png	Poochyena.png
pm0262_00_00_00_big.png	Mightyena.png
pm0270_00_00_00_big.png	Lotad.png
pm0271_00_00_00_big.png	Lombre.png
pm0272_00_00_00_big.png	Ludicolo.png
pm0272_01_00_00_big.png	Ludicolo-f.png
pm0273_00_00_00_big.png	Seedot.png
pm0274_00_00_00_big.png	Nuzleaf.png
pm0274_01_00_00_big.png	Nuzleaf-f.png
pm0275_00_00_00_big.png	Shiftry.png
pm0275_01_00_00_big.png	Shiftry-f.png
pm0278_00_00_00_big.png	Wingull.png
pm0279_00_00_00_big.png	Pelipper.png
pm0280_00_00_00_big.png	Ralts.png
pm0281_00_00_00_big.png	Kirlia.png
pm0282_00_00_00_big.png	Gardevoir.png
pm0283_00_00_00_big.png	Surskit.png
pm0284_00_00_00_big.png	Masquerain.png
pm0285_00_00_00_big.png	Shroomish.png
pm0286_00_00_00_big.png	Breloom.png
pm0287_00_00_00_big.png	Slakoth.png
pm0288_00_00_00_big.png	Vigoroth.png
pm0289_00_00_00_big.png	Slaking.png
pm0296_00_00_00_big.png	Makuhita.png
pm0297_00_00_00_big.png	Hariyama.png
pm0298_00_00_00_big.png	Azurill.png
pm0299_00_00_00_big.png	Nosepass.png
pm0302_00_00_00_big.png	Sableye.png
pm0307_00_00_00_big.png	Meditite.png
pm0307_01_00_00_big.png	Meditite-f.png
pm0308_00_00_00_big.png	Medicham.png
pm0308_01_00_00_big.png	Medicham-f.png
pm0311_00_00_00_big.png	Plusle.png
pm0312_00_00_00_big.png	Minun.png
pm0313_00_00_00_big.png	Volbeat.png
pm0314_00_00_00_big.png	Illumise.png
pm0316_00_00_00_big.png	Gulpin.png
pm0316_01_00_00_big.png	Gulpin-f.png
pm0317_00_00_00_big.png	Swalot.png
pm0317_01_00_00_big.png	Swalot-f.png
pm0322_00_00_00_big.png	Numel.png
pm0322_01_00_00_big.png	Numel-f.png
pm0323_00_00_00_big.png	Camerupt.png
pm0323_01_00_00_big.png	Camerupt-f.png
pm0324_00_00_00_big.png	Torkoal.png
pm0325_00_00_00_big.png	Spoink.png
pm0326_00_00_00_big.png	Grumpig.png
pm0328_00_00_00_big.png	Trapinch.png
pm0329_00_00_00_big.png	Vibrava.png
pm0330_00_00_00_big.png	Flygon.png
pm0331_00_00_00_big.png	Cacnea.png
pm0332_00_00_00_big.png	Cacturne.png
pm0332_01_00_00_big.png	Cacturne-f.png
pm0333_00_00_00_big.png	Swablu.png
pm0334_00_00_00_big.png	Altaria.png
pm0335_00_00_00_big.png	Zangoose.png
pm0336_00_00_00_big.png	Seviper.png
pm0339_00_00_00_big.png	Barboach.png
pm0340_00_00_00_big.png	Whiscash.png
pm0341_00_00_00_big.png	Corphish.png
pm0342_00_00_00_big.png	Crawdaunt.png
pm0349_00_00_00_big.png	Feebas.png
pm0350_00_00_00_big.png	Milotic.png
pm0350_01_00_00_big.png	Milotic-f.png
pm0353_00_00_00_big.png	Shuppet.png
pm0354_00_00_00_big.png	Banette.png
pm0355_00_00_00_big.png	Duskull.png
pm0356_00_00_00_big.png	Dusclops.png
pm0357_00_00_00_big.png	Tropius.png
pm0358_00_00_00_big.png	Chimecho.png
pm0361_00_00_00_big.png	Snorunt.png
pm0362_00_00_00_big.png	Glalie.png
pm0370_00_00_00_big.png	Luvdisc.png
pm0371_00_00_00_big.png	Bagon.png
pm0372_00_00_00_big.png	Shelgon.png
pm0373_00_00_00_big.png	Salamence.png
pm0374_00_00_00_big.png	Beldum.png
pm0375_00_00_00_big.png	Metang.png
pm0376_00_00_00_big.png	Metagross.png
pm0377_00_00_00_big.png	Regirock.png
pm0378_00_00_00_big.png	Regice.png
pm0379_00_00_00_big.png	Registeel.png
pm0380_00_00_00_big.png	Latias.png
pm0381_00_00_00_big.png	Latios.png
pm0382_00_00_00_big.png	Kyogre.png
pm0383_00_00_00_big.png	Groudon.png
pm0384_00_00_00_big.png	Rayquaza.png
pm0385_00_00_00_big.png	Jirachi.png
pm0386_11_00_00_big.png	Deoxys.png
pm0386_12_00_00_big.png	Deoxys-Attack.png
pm0386_13_00_00_big.png	Deoxys-Defense.png
pm0386_14_00_00_big.png	Deoxys-Speed.png
pm0387_00_00_00_big.png	Turtwig.png
pm0388_00_00_00_big.png	Grotle.png
pm0389_00_00_00_big.png	Torterra.png
pm0390_00_00_00_big.png	Chimchar.png
pm0391_00_00_00_big.png	Monferno.png
pm0392_00_00_00_big.png	Infernape.png
pm0393_00_00_00_big.png	Piplup.png
pm0394_00_00_00_big.png	Prinplup.png
pm0395_00_00_00_big.png	Empoleon.png
pm0396_00_00_00_big.png	Starly.png
pm0396_01_00_00_big.png	Starly-f.png
pm0397_00_00_00_big.png	Staravia.png
pm0397_01_00_00_big.png	Staravia-f.png
pm0398_00_00_00_big.png	Staraptor.png
pm0398_01_00_00_big.png	Staraptor-f.png
pm0401_00_00_00_big.png	Kricketot.png
pm0401_01_00_00_big.png	Kricketot-f.png
pm0402_00_00_00_big.png	Kricketune.png
pm0402_01_00_00_big.png	Kricketune-f.png
pm0403_00_00_00_big.png	Shinx.png
pm0403_01_00_00_big.png	Shinx-f.png
pm0404_00_00_00_big.png	Luxio.png
pm0404_01_00_00_big.png	Luxio-f.png
pm0405_00_00_00_big.png	Luxray.png
pm0405_01_00_00_big.png	Luxray-f.png
pm0408_00_00_00_big.png	Cranidos.png
pm0409_00_00_00_big.png	Rampardos.png
pm0410_00_00_00_big.png	Shieldon.png
pm0411_00_00_00_big.png	Bastiodon.png
pm0415_00_00_00_big.png	Combee.png
pm0415_01_00_00_big.png	Combee-f.png
pm0416_00_00_00_big.png	Vespiquen.png
pm0417_00_00_00_big.png	Pachirisu.png
pm0417_01_00_00_big.png	Pachirisu-f.png
pm0418_00_00_00_big.png	Buizel.png
pm0418_01_00_00_big.png	Buizel-f.png
pm0419_00_00_00_big.png	Floatzel.png
pm0419_01_00_00_big.png	Floatzel-f.png
pm0422_11_00_00_big.png	Shellos.png
pm0422_12_00_00_big.png	Shellos-East.png
pm0423_11_00_00_big.png	Gastrodon.png
pm0423_12_00_00_big.png	Gastrodon-East.png
pm0424_00_00_00_big.png	Ambipom.png
pm0424_01_00_00_big.png	Ambipom-f.png
pm0425_00_00_00_big.png	Drifloon.png
pm0426_00_00_00_big.png	Drifblim.png
pm0429_00_00_00_big.png	Mismagius.png
pm0430_00_00_00_big.png	Honchkrow.png
pm0433_00_00_00_big.png	Chingling.png
pm0434_00_00_00_big.png	Stunky.png
pm0435_00_00_00_big.png	Skuntank.png
pm0436_00_00_00_big.png	Bronzor.png
pm0437_00_00_00_big.png	Bronzong.png
pm0438_00_00_00_big.png	Bonsly.png
pm0440_00_00_00_big.png	Happiny.png
pm0442_00_00_00_big.png	Spiritomb.png
pm0443_00_00_00_big.png	Gible.png
pm0443_01_00_00_big.png	Gible-f.png
pm0444_00_00_00_big.png	Gabite.png
pm0444_01_00_00_big.png	Gabite-f.png
pm0445_00_00_00_big.png	Garchomp.png
pm0445_01_00_00_big.png	Garchomp-f.png
pm0446_00_00_00_big.png	Munchlax.png
pm0447_00_00_00_big.png	Riolu.png
pm0448_00_00_00_big.png	Lucario.png
pm0449_00_00_00_big.png	Hippopotas.png
pm0449_01_00_00_big.png	Hippopotas-f.png
pm0450_00_00_00_big.png	Hippowdon.png
pm0450_01_00_00_big.png	Hippowdon-f.png
pm0453_00_00_00_big.png	Croagunk.png
pm0453_01_00_00_big.png	Croagunk-f.png
pm0454_00_00_00_big.png	Toxicroak.png
pm0454_01_00_00_big.png	Toxicroak-f.png
pm0456_00_00_00_big.png	Finneon.png
pm0456_01_00_00_big.png	Finneon-f.png
pm0457_00_00_00_big.png	Lumineon.png
pm0457_01_00_00_big.png	Lumineon-f.png
pm0459_00_00_00_big.png	Snover.png
pm0459_01_00_00_big.png	Snover-f.png
pm0460_00_00_00_big.png	Abomasnow.png
pm0460_01_00_00_big.png	Abomasnow-f.png
pm0461_00_00_00_big.png	Weavile.png
pm0461_01_00_00_big.png	Weavile-f.png
pm0462_00_00_00_big.png	Magnezone.png
pm0464_00_00_00_big.png	Rhyperior.png
pm0464_01_00_00_big.png	Rhyperior-f.png
pm0466_00_00_00_big.png	Electivire.png
pm0467_00_00_00_big.png	Magmortar.png
pm0469_00_00_00_big.png	Yanmega.png
pm0470_00_00_00_big.png	Leafeon.png
pm0471_00_00_00_big.png	Glaceon.png
pm0472_00_00_00_big.png	Gliscor.png
pm0473_00_00_00_big.png	Mamoswine.png
pm0473_01_00_00_big.png	Mamoswine-f.png
pm0474_00_00_00_big.png	Porygon-Z.png
pm0475_00_00_00_big.png	Gallade.png
pm0476_00_00_00_big.png	Probopass.png
pm0477_00_00_00_big.png	Dusknoir.png
pm0478_00_00_00_big.png	Froslass.png
pm0479_11_00_00_big.png	Rotom.png
pm0479_12_00_00_big.png	Rotom-Heat.png
pm0479_13_00_00_big.png	Rotom-Wash.png
pm0479_14_00_00_big.png	Rotom-Frost.png
pm0479_15_00_00_big.png	Rotom-Fan.png
pm0479_16_00_00_big.png	Rotom-Mow.png
pm0480_00_00_00_big.png	Uxie.png
pm0481_00_00_00_big.png	Mesprit.png
pm0482_00_00_00_big.png	Azelf.png
pm0483_11_00_00_big.png	Dialga.png
pm0483_12_00_00_big.png	Dialga-Origin.png
pm0484_11_00_00_big.png	Palkia.png
pm0484_12_00_00_big.png	Palkia-Origin.png
pm0485_00_00_00_big.png	Heatran.png
pm0486_00_00_00_big.png	Regigigas.png
pm0487_11_00_00_big.png	Giratina.png
pm0487_12_00_00_big.png	Giratina-Origin.png
pm0488_00_00_00_big.png	Cresselia.png
pm0489_00_00_00_big.png	Phione.png
pm0490_00_00_00_big.png	Manaphy.png
pm0491_00_00_00_big.png	Darkrai.png
pm0492_11_00_00_big.png	Shaymin.png
pm0492_12_00_00_big.png	Shaymin-Sky.png
pm0493_11_00_00_big.png	Arceus.png
pm0493_11_00_01_big.png	Arceus-Fighting.png
pm0493_11_00_02_big.png	Arceus-Flying.png
pm0493_11_00_03_big.png	Arceus-Poison.png
pm0493_11_00_04_big.png	Arceus-Ground.png
pm0493_11_00_05_big.png	Arceus-Rock.png
pm0493_11_00_06_big.png	Arceus-Bug.png
pm0493_11_00_07_big.png	Arceus-Ghost.png
pm0493_11_00_08_big.png	Arceus-Steel.png
pm0493_11_00_09_big.png	Arceus-Fire.png
pm0493_11_00_10_big.png	Arceus-Water.png
pm0493_11_00_11_big.png	Arceus-Grass.png
pm0493_11_00_12_big.png	Arceus-Electric.png
pm0493_11_00_13_big.png	Arceus-Psychic.png
pm0493_11_00_14_big.png	Arceus-Ice.png
pm0493_11_00_15_big.png	Arceus-Dragon.png
pm0493_11_00_16_big.png	Arceus-Dark.png
pm0493_11_00_17_big.png	Arceus-Fairy.png
pm0495_00_00_00_big.png	Snivy.png
pm0496_00_00_00_big.png	Servine.png
pm0497_00_00_00_big.png	Serperior.png
pm0498_00_00_00_big.png	Tepig.png
pm0499_00_00_00_big.png	Pignite.png
pm0500_00_00_00_big.png	Emboar.png
pm0501_00_00_00_big.png	Oshawott.png
pm0502_00_00_00_big.png	Dewott.png
pm0503_00_00_00_big.png	Samurott.png
pm0503_00_41_00_big.png	Samurott-Hisui.png
pm0522_00_00_00_big.png	Blitzle.png
pm0523_00_00_00_big.png	Zebstrika.png
pm0529_00_00_00_big.png	Drilbur.png
pm0530_00_00_00_big.png	Excadrill.png
pm0532_00_00_00_big.png	Timburr.png
pm0533_00_00_00_big.png	Gurdurr.png
pm0534_00_00_00_big.png	Conkeldurr.png
pm0540_00_00_00_big.png	Sewaddle.png
pm0541_00_00_00_big.png	Swadloon.png
pm0542_00_00_00_big.png	Leavanny.png
pm0546_00_00_00_big.png	Cottonee.png
pm0547_00_00_00_big.png	Whimsicott.png
pm0548_00_00_00_big.png	Petilil.png
pm0549_00_00_00_big.png	Lilligant.png
pm0549_00_41_00_big.png	Lilligant-Hisui.png
pm0550_00_41_00_big.png	Basculin-White-Striped.png
pm0550_11_00_00_big.png	Basculin.png
pm0550_12_00_00_big.png	Basculin-Blue-Striped.png
pm0551_00_00_00_big.png	Sandile.png
pm0552_00_00_00_big.png	Krokorok.png
pm0553_00_00_00_big.png	Krookodile.png
pm0559_00_00_00_big.png	Scraggy.png
pm0560_00_00_00_big.png	Scrafty.png
pm0570_00_00_00_big.png	Zorua.png
pm0570_00_41_00_big.png	Zorua-Hisui.png
pm0571_00_00_00_big.png	Zoroark.png
pm0571_00_41_00_big.png	Zoroark-Hisui.png
pm0572_00_00_00_big.png	Minccino.png
pm0573_00_00_00_big.png	Cinccino.png
pm0574_00_00_00_big.png	Gothita.png
pm0575_00_00_00_big.png	Gothorita.png
pm0576_00_00_00_big.png	Gothitelle.png
pm0577_00_00_00_big.png	Solosis.png
pm0578_00_00_00_big.png	Duosion.png
pm0579_00_00_00_big.png	Reuniclus.png
pm0580_00_00_00_big.png	Ducklett.png
pm0581_00_00_00_big.png	Swanna.png
pm0585_11_00_00_big.png	Deerling.png
pm0585_12_00_00_big.png	Deerling-Summer.png
pm0585_13_00_00_big.png	Deerling-Autumn.png
pm0585_14_00_00_big.png	Deerling-Winter.png
pm0586_11_00_00_big.png	Sawsbuck.png
pm0586_12_00_00_big.png	Sawsbuck-Summer.png
pm0586_13_00_00_big.png	Sawsbuck-Autumn.png
pm0586_14_00_00_big.png	Sawsbuck-Winter.png
pm0590_00_00_00_big.png	Foongus.png
pm0591_00_00_00_big.png	Amoonguss.png
pm0594_00_00_00_big.png	Alomomola.png
pm0595_00_00_00_big.png	Joltik.png
pm0596_00_00_00_big.png	Galvantula.png
pm0602_00_00_00_big.png	Tynamo.png
pm0603_00_00_00_big.png	Eelektrik.png
pm0604_00_00_00_big.png	Eelektross.png
pm0607_00_00_00_big.png	Litwick.png
pm0608_00_00_00_big.png	Lampent.png
pm0609_00_00_00_big.png	Chandelure.png
pm0610_00_00_00_big.png	Axew.png
pm0611_00_00_00_big.png	Fraxure.png
pm0612_00_00_00_big.png	Haxorus.png
pm0613_00_00_00_big.png	Cubchoo.png
pm0614_00_00_00_big.png	Beartic.png
pm0615_00_00_00_big.png	Cryogonal.png
pm0619_00_00_00_big.png	Mienfoo.png
pm0620_00_00_00_big.png	Mienshao.png
pm0622_00_00_00_big.png	Golett.png
pm0623_00_00_00_big.png	Golurk.png
pm0624_00_00_00_big.png	Pawniard.png
pm0625_00_00_00_big.png	Bisharp.png
pm0627_00_00_00_big.png	Rufflet.png
pm0628_00_00_00_big.png	Braviary.png
pm0628_00_41_00_big.png	Braviary-Hisui.png
pm0629_00_00_00_big.png	Vullaby.png
pm0630_00_00_00_big.png	Mandibuzz.png
pm0633_00_00_00_big.png	Deino.png
pm0634_00_00_00_big.png	Zweilous.png
pm0635_00_00_00_big.png	Hydreigon.png
pm0636_00_00_00_big.png	Larvesta.png
pm0637_00_00_00_big.png	Volcarona.png
pm0638_00_00_00_big.png	Cobalion.png
pm0639_00_00_00_big.png	Terrakion.png
pm0640_00_00_00_big.png	Virizion.png
pm0641_11_00_00_big.png	Tornadus.png
pm0641_12_00_00_big.png	Tornadus-Therian.png
pm0642_11_00_00_big.png	Thundurus.png
